sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1007_s10853-016-9980-x__sample_2535,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s10853-016-9980-x,,2535,Pb0.98Ca0.02Te,unknown,p,"estimated from Seebeck sign: positive=13, negative=4, zero=0, positive_ratio=0.765, negative_ratio=0.235",p,"estimated from Seebeck sign: positive=13, negative=4, zero=0, positive_ratio=0.765, negative_ratio=0.235",medium,1.467123,0.4510302665079453,0.075898163531966,,4.9425715395338266,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,120,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,38,6,1,0,4.3827780418597095,1.938414707876236,1.7821419588055498,,not_evaluated,poor,11722,,0.3326959672586814,relative_scale,empirical_group_baseline,,yes,poor,not_available,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs calculated ZT; observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1007/s10853-016-9980-x
10.1038_s41598-020-58998-1__sample_28170,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1038/s41598-020-58998-1,,28170,Mg2Sn,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.423474,0.0481090908885856,0.033992919698806,0.8378601759791743,0.4152679827109846,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,7,1,1,0.3328683747030369,0.3653330765506797,0.3473189002386334,1.819296204776405,poor,good,24687,,1.0896517422184169,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1038/s41598-020-58998-1
10.1039_d0ee02323j__sample_37114,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/d0ee02323j,,37114,Cu0.85Ag0.2In0.95Te2,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.409147,0.5628889567770093,1.4769365639984575,1.9788990467230907,1.6798751505834784,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,9,7,6,1.3454457830025135,0.9885511092450884,1.1156941552288957,1.20255779552058,poor,poor,29287,,0.1479668126924197,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ee02323j
10.3724_sp.j.1077.2011.00680__sample_16917,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.3724/sp.j.1077.2011.00680,,16917,Ag0.99Na0.01SbTe1.96Se0.04,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.401413,0.9991234841267445,1.4056932474592718,0.440036890153853,0.4422714791129755,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,8,8,0.4422714791129685,0.4356289918978335,0.4356289918978422,0.4335380815936979,moderate,moderate,5551,,0.3906745625124235,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.3724/sp.j.1077.2011.00680
10.1039_c9ee03087e__sample_35659,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c9ee03087e,,35659,Ge0.87Cd0.03Sb0.10Te,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.400878,0.9598037758069348,1.3796347852425164,0.2605249107805843,0.2549904362475652,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,8,8,0.2825824223224217,0.299295839471866,0.281305879080175,0.2846603322801024,good,good,24107,,1.0307159757119766,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c9ee03087e
10.1007_s11664-014-3235-x__sample_9913,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s11664-014-3235-x,,9913,Mg2Si0.53Sn0.4Bi0.02Ge0.05,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.395122,0.6038146639087891,0.6395539976703715,0.1045683213001501,0.1031663147768358,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,95,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,4,2,2,0.2031101584395599,0.2221430326436009,0.1222535564016358,0.1179969061511413,excellent,excellent,10833,,1.8943524281754216,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-014-3235-x
10.1073_pnas.1711725114__sample_24309,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1073/pnas.1711725114,,24309,Mg3.2Sb1.5Bi0.49Te0.01,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.388698,0.5697341661818288,0.7253304047064075,0.3127903017708708,0.4170198894745678,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,6,3,0.4170198894746752,0.3883432864190521,0.3883432864189695,0.2946357166045304,good,good,21294,,0.4502062833429767,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1073/pnas.1711725114
10.1021_jacs.6b07010__sample_2892,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.6b07010,,2892,Sn0.97SePb0.03,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.386518,0.6849331011657487,0.4615822255073738,0.667495167435482,0.5801027194572456,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,5,2,2,0.4725433414580321,0.4741624082664519,0.4596936520032493,0.516297279702867,moderate,moderate,18599,,0.0960996860324762,relative_scale,empirical_group_baseline,,yes,good,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.6b07010
10.1016_j.nanoen.2020.105649__sample_40664,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.nanoen.2020.105649,,40664,(Mn0.703Te0.285)(Sn0.006Te0.006),unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.377934,0.2033155411485511,1.3639507477577246,0.5938017688068026,7.4389218900140435,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,110,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,8,8,7,7.438921890013895,2.088423979205259,2.088423979205275,1.376137571789522,poor,poor,31291,,0.0192075627953974,relative_scale,empirical_group_baseline,,yes,poor,moderate,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.nanoen.2020.105649
10.1021_acs.chemmater.6b02308__sample_9545,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acs.chemmater.6b02308,,9545,Mg2.16(Si0.3Ge0.03Sn0.67)0.98Sb0.02,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.371927,0.5065587151652491,0.6080510680579477,0.1180070208084046,0.1178484793942336,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,7,2,1,0.1106379931128575,0.14147428793918,0.1386144588172319,0.1255711831072594,excellent,excellent,7401,,2.1772827591713257,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acs.chemmater.6b02308
10.1039_c5ee01147g__sample_6056,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c5ee01147g,,6056,Pb1Te0.88S0.12Na0.02,unknown,p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.369969,0.4395473566896454,0.5471978687001388,,0.1967305031107223,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,4,1,0,0.3301408957264512,0.4317165532302243,0.2190650087761944,,not_evaluated,good,874,,1.4906971701827787,relative_scale,empirical_group_baseline,,yes,good,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1039/c5ee01147g
10.1007_s11664-009-0993-y__sample_16743,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s11664-009-0993-y,,16743,(GeTe)80(Ag0.8Sb1.2Te2.2)20,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.36355,0.8588505524495809,0.8758898775588613,0.0227207994720398,0.0194537299103965,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,19,1,1,0.0770109637932691,0.0905232396563601,0.0196454441587008,0.0229828944505837,excellent,excellent,2340,,1.855016856749265,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-009-0993-y
10.1002_adma.201400515__sample_7653,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/adma.201400515,,7653,Cu1.98S,unknown,p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.362581,0.5571696810831649,1.062409738958936,0.5386682908409537,0.4755604540775953,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,6,1,1,0.4320956417583726,0.4735296380786805,0.6454251181845716,0.773637952087833,moderate,moderate,6018,,0.1451974705271161,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adma.201400515
10.1002_anie.200600865__sample_19450,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/anie.200600865,,19450,Na0.8Pb20Sb0.6Te22,unknown,p,"estimated from Seebeck sign: positive=43, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=43, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.359939,0.7726818892115305,0.7300018410451898,0.0376411772467907,0.0584656719567075,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,44,25,1,1,0.3160133940917161,0.362079722941666,0.0568203802276924,0.0369500383201655,excellent,excellent,6440,,1.429454482331343,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/anie.200600865
10.1021_acsami.9b12256__sample_41042,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsami.9b12256,,41042,(Cu2Te)0.05(Cu3.52In4.16Te8),unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.355412,0.375490164371683,1.3729156646772809,8.19911033260434,3.3869207210018866,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,7,4,4,2.2107665429328773,1.4071396021374991,1.6611385208597909,2.053294118584685,poor,poor,22290,,0.1987824743206289,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsami.9b12256
