sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,source_files_step16,classification_case_step15,thresholds_in_high_zt_error_file_step15,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,composition,DOI,doi_url,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,manual_review_priority_score_step15,manual_review_priority_tier_step15,zt_error_analysis_category_step15,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,sintering_method,sintering_checked,record_checked,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,sample_id,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15
10.1039_d0ee02323j__sample_37112,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.83Ag0.2In0.97Te2,10.1039/d0ee02323j,https://doi.org/10.1039/d0ee02323j,,1.322621,0.3530194842193213,0.3445139003416679,0.133304518230336,0.9390461582316596,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,22,12,2,1,0.7487058158304315,0.7595730964271175,0.7416108755224751,0.1251377175399028,excellent,moderate,29287,37112,,0.1265795480390042,relative_scale,empirical_group_baseline,,yes,moderate,excellent,moderate,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44415,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.8Ag0.2GaTe2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.319976,0.4760985162332238,1.3190030348681532,0.8878820135421466,0.9450531415228116,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,22,20,19,0.9080249256093073,0.846479046868271,0.8742305366218236,0.8502192661905779,poor,poor,37843,44415,,0.224220192302479,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1126_sciadv.abc0726__sample_39483,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Ge0.99Cu0.02Te)0.73(PbSe)0.27,10.1126/sciadv.abc0726,https://doi.org/10.1126/sciadv.abc0726,,1.312486,0.2860043640617504,0.4959882599438055,0.4503022642074526,0.4452384825877809,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,25,14,3,3,0.3366506998826989,0.4268754423395269,0.5907204860824196,0.5988143243570888,moderate,moderate,29153,39483,,0.4292479380951856,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d0ta00245c__sample_34286,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,BaCu2.04Te2,10.1039/d0ta00245c,https://doi.org/10.1039/d0ta00245c,,1.310917,0.1526104536717102,0.1660203857257731,0.1476147769137267,0.0807728038664658,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,9,1,1,0.0665128797237501,0.0775109352957122,0.0842219661429573,0.1597167145645872,excellent,excellent,27613,34286,,0.8008981656401944,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44411,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.8Ag0.2In0.4Ga0.6Te2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.307475,0.3761697264663756,1.0769446136658165,2.398121729288654,1.268208178059696,145,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,15,5,2,1.000055423641799,1.0262558028824842,0.9611062758715848,1.2212317483874549,poor,poor,37843,44411,,0.1445850829295351,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later
10.1016_j.actamat.2020.07.045__sample_39466,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2Si0.385Sn0.6Sb0.015,10.1016/j.actamat.2020.07.045,https://doi.org/10.1016/j.actamat.2020.07.045,,1.307036,0.8569279586127331,0.8971233144428513,0.0444204981198668,0.0448047165679571,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,14,1,1,0.1062294606976879,0.1265319368470197,0.0458394741365149,0.0454373142836404,excellent,excellent,29196,39466,,1.8916663790975847,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44414,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.8Ag0.2In0.1Ga0.9Te2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.30536,0.4715135343750936,1.2939627376378635,0.6902479296777158,0.8906773148670487,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,20,14,11,1.0201028399102163,0.931252224150973,0.957594434144156,0.9373069534427791,poor,poor,37843,44414,,0.2094979039671367,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later
10.1039_d0ee02323j__sample_37111,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.82Ag0.2In0.98Te2,10.1039/d0ee02323j,https://doi.org/10.1039/d0ee02323j,,1.305315,0.4241814565219771,1.433686208577533,0.8560015126816528,0.7267984480379647,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,14,11,9,0.8972328740178315,0.8776988069289007,0.8642079840293796,0.9395840359685016,poor,poor,29287,37111,,0.1259448030342874,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.actamat.2020.07.045__sample_39468,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2Si0.385Sn0.6Sb0.015,10.1016/j.actamat.2020.07.045,https://doi.org/10.1016/j.actamat.2020.07.045,,1.294303,0.792849123234754,0.9188840130855862,0.1199782058981849,0.1371608255840807,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,9,1,1,0.0947283475472384,0.1092762924050084,0.1475269616778309,0.1278086057917679,excellent,excellent,29196,39468,,1.24910111251386,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.5b07856__sample_9484,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(GeTe)12Sb2Te3,10.1021/jacs.5b07856,https://doi.org/10.1021/jacs.5b07856,,1.293827,0.9016162096972992,1.1085007449114108,0.122120844718475,0.1252105832829345,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,8,4,4,0.1131077321434952,0.1370011777311018,0.1461619303891028,0.1452613183307717,excellent,excellent,3515,9484,,1.2058696078296511,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jmat.2017.07.003__sample_15411,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,In0.15Ce0.15Co4Sb12,10.1016/j.jmat.2017.07.003,https://doi.org/10.1016/j.jmat.2017.07.003,,1.291095,0.7676096147584918,0.7742537133307605,0.0834013301256718,0.0558023442111428,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,6,6,3,0.0558023442111414,0.0704758267741072,0.0704758267741088,0.0966453959089819,excellent,excellent,18772,15411,,1.8428583828304488,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acsaem.7b00128__sample_45684,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2Si0.4Sn0.6,10.1021/acsaem.7b00128,https://doi.org/10.1021/acsaem.7b00128,,1.290761,0.8742342360814985,0.9247924701113404,,0.0546698158385252,90,A,high_zt_false_negative,False,unknown,False,False,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,8,1,0,0.1267289852821039,0.1435584285356325,0.0562210112857152,,not_evaluated,excellent,38695,45684,,2.1734223359816403,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1039_d0ee02323j__sample_37113,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.84Ag0.2In0.96Te2,10.1039/d0ee02323j,https://doi.org/10.1039/d0ee02323j,,1.290482,0.643340549175436,1.3252038247324178,0.5403252041760412,0.710883046834289,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,13,8,6,0.6308378057318672,0.6170877474405401,0.6852357537518056,0.6146813042810858,moderate,moderate,29287,37113,,0.1740987648072392,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44421,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.76Ag0.2In0.2Ga0.8Te2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.289879,0.9558796952744492,1.3066723118503212,0.1478288561998335,0.1650120151232615,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,16,8,8,0.1283889536106043,0.1919239178064289,0.2431049908295743,0.2286833180921468,good,good,37843,44421,,0.6235442946539379,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_ja8089334__sample_4395,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=23, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=23, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Ba0.14In0.23Co4Sb12,10.1021/ja8089334,https://doi.org/10.1021/ja8089334,,1.289459,0.7908760512387679,0.83026901157306,,0.0474460202478912,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,8,1,0,0.0608905043575842,0.0755239206249354,0.0486085019313014,,not_evaluated,excellent,3481,4395,,2.356408608194274,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1021_acsenergylett.9b01093__sample_42849,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Sn1.03Te0.85Se0.075S0.075)0.96Ag0.02In0.02,10.1021/acsenergylett.9b01093,https://doi.org/10.1021/acsenergylett.9b01093,,1.287515,0.4409341959471115,0.4471331055518991,0.0135139173173581,0.0138636784613302,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,5,1,1,0.1773310881914954,0.2563886111523073,0.0139606767975287,0.0134234187518547,excellent,excellent,32023,42849,,2.772190682862651,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
